Start Time,Elapsed Time,Machine Name,Login,Level,Message,Exception
2021-03-24 11:55:24.8420,,PMIIDIDNL07289,PMI\ejoharno,DEBUG,Application Start,
2021-03-24 11:55:26.1632,,PMIIDIDNL07289,PMI\ejoharno,DEBUG,"Executing ... : 
select Format(GETDATE(), 'dddd, dd MMM yyyy hh:mm') as Date, BusnOperationAddress, FullAddress, EmployeeName, UserAccountCode, 
Product, InitialLoad, CorrAdd, CorrMin, Sales, ReturnOK, ReturnBS, Reward, StockEnd, LoadUnload, V2VIn, V2VOut, (CorrAdd + CorrMin + V2VIn + V2VOut) TambahKurang, Format(JourneyEndDateTime, 'dddd, dd MMM yyyy hh:mm') JourneyEndDateTime from PDFReport_BPPB 
--where positioncode = 'SSDA021'
where PositionCode = 'SSDA030' and convert(date,JourneyEndDateTime) = '2021-03-23'
--25
--select * from PDFReport_BPPB where EmployeeName like '%Saras%' PositionCode = 'SSDA048'

--print 'A' + CHAR(13) + 'B'

--select * from PDFReport_BPPB
",
2021-03-24 11:55:26.3321,,PMIIDIDNL07289,PMI\ejoharno,DEBUG,"Done : 
select Format(GETDATE(), 'dddd, dd MMM yyyy hh:mm') as Date, BusnOperationAddress, FullAddress, EmployeeName, UserAccountCode, 
Product, InitialLoad, CorrAdd, CorrMin, Sales, ReturnOK, ReturnBS, Reward, StockEnd, LoadUnload, V2VIn, V2VOut, (CorrAdd + CorrMin + V2VIn + V2VOut) TambahKurang, Format(JourneyEndDateTime, 'dddd, dd MMM yyyy hh:mm') JourneyEndDateTime from PDFReport_BPPB 
--where positioncode = 'SSDA021'
where PositionCode = 'SSDA030' and convert(date,JourneyEndDateTime) = '2021-03-23'
--25
--select * from PDFReport_BPPB where EmployeeName like '%Saras%' PositionCode = 'SSDA048'

--print 'A' + CHAR(13) + 'B'

--select * from PDFReport_BPPB
",
2021-03-24 11:55:33.0452,,PMIIDIDNL07289,PMI\ejoharno,DEBUG,Application Finished. Elapsed time: 8218ms,
2021-03-24 15:25:48.2830,,PMIIDIDNL07289,PMI\ejoharno,DEBUG,Application Start,
2021-03-24 15:26:13.9508,,PMIIDIDNL07289,PMI\ejoharno,DEBUG,Application Start,
2021-03-24 15:26:38.9840,,PMIIDIDNL07289,PMI\ejoharno,DEBUG,Application Start,
2021-03-24 15:26:39.1401,,PMIIDIDNL07289,PMI\ejoharno,DEBUG,Application Finished. Elapsed time: 168ms,
2021-03-24 15:26:51.0690,,PMIIDIDNL07289,PMI\ejoharno,DEBUG,Application Start,
2021-03-24 15:26:51.2359,,PMIIDIDNL07289,PMI\ejoharno,DEBUG,Application Finished. Elapsed time: 182ms,
